Source,Year,Month,Day,Time of Day,Station,Tide,Hooks,Species Code,Common Name,Latin name,Longline used,Fork length,Total length,Sex,Status,Notes
UNC,1997,9,2,840,EW,F,153,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1997,9,2,1215,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79.5,,F,,
UNC,1997,9,2,1215,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78.5,,F,,
UNC,1997,9,2,1215,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83.8,,F,,
UNC,1997,9,2,1215,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1997,9,2,1215,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1997,9,2,1215,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83.8,,F,,
UNC,1997,9,2,1215,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80.7,,F,,
UNC,1997,9,15,918,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,80,,F,,
UNC,1997,9,15,918,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1997,9,15,918,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1997,9,15,918,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,F,,
UNC,1997,9,15,1245,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1997,9,15,1245,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73,,F,,
UNC,1997,9,15,1245,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77.5,,F,,
UNC,1997,9,15,1245,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1997,9,30,928,EW,E,102,NUL,Null set no sharks caught,n.a.,Y,,,,,Null set no sharks caught
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76.5,,M,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77.5,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84.5,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,DEAD
UNC,1997,10,13,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,
UNC,1997,10,28,830,EW,E,100,SSB,Sandbar shark,Carcharhinus plumbeus,Y,122,,F,,
UNC,1997,10,28,830,EW,E,100,SSB,Sandbar shark,Carcharhinus plumbeus,Y,112.5,,F,,
UNC,1997,10,28,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1997,10,28,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75,,F,,
UNC,1997,10,28,1140,NS,F,100,SSP,Spinner shark,Carcharhinus brevipinna,Y,94.5,,F,,
UNC,1997,10,28,1140,NS,F,100,SSP,Spinner shark,Carcharhinus brevipinna,Y,92,,F,,
UNC,1997,10,28,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81.5,,M,,
UNC,1997,10,28,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78.5,,M,,
UNC,1997,10,28,1140,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,M,,
UNC,1998,4,20,910,NS,E,100,BTH,Bigeye thresher,Alopias superciliosus,Y,281.6,,M,,per F. Schwartz 9/6/06
UNC,1998,4,20,910,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,89.3,,F,,
UNC,1998,4,20,910,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,79,,M,,
UNC,1998,4,20,910,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,83,,M,,
UNC,1998,4,20,910,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,84.5,,M,,
UNC,1998,4,20,910,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,77,,F,,
UNC,1998,4,20,910,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,85,,M,,
UNC,1998,4,20,910,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,84,,M,,
UNC,1998,4,20,910,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,39,,F,,
UNC,1998,4,20,1110,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,90.3,,F,,
UNC,1998,4,20,1110,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,90.4,,F,,
UNC,1998,4,20,1110,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,96,,F,,
UNC,1998,4,20,1110,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,54.5,,F,,
UNC,1998,5,4,910,NS,F,100,SSB,Sandbar shark,Carcharhinus plumbeus,Y,58,,M,,
UNC,1998,5,4,910,NS,F,100,SDS,Smooth dogfish,Mustelus canis,Y,69,,F,,
UNC,1998,5,4,910,NS,F,100,SDS,Smooth dogfish,Mustelus canis,Y,90,,M,,
UNC,1998,5,4,910,NS,F,100,SDS,Smooth dogfish,Mustelus canis,Y,93,,F,,
UNC,1998,5,4,910,NS,F,100,SDS,Smooth dogfish,Mustelus canis,Y,50,,F,,SET #2
UNC,1998,5,4,910,NS,F,100,SDS,Smooth dogfish,Mustelus canis,Y,79,,F,,
UNC,1998,5,4,910,NS,F,100,SDS,Smooth dogfish,Mustelus canis,Y,81,,F,,
UNC,1998,5,4,910,NS,F,100,SDS,Smooth dogfish,Mustelus canis,Y,91.5,,F,,
UNC,1998,5,4,1122,NS,F,100,FAL,Silky shark,Carcharhinus falciformis,Y,75,,F,,SET #2 N-S
UNC,1998,5,4,1122,NS,F,100,SDS,Smooth dogfish,Mustelus canis,Y,64,,M,,
UNC,1998,5,4,1122,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,M,,SET #1 N-S
UNC,1998,5,4,1122,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84.5,,M,,SET #1 N-S
UNC,1998,5,4,1122,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81.5,,M,,SET #1 N-S
UNC,1998,5,4,1122,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,M,,SET #2 N-S
UNC,1998,5,18,830,EW,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,72.5,,F,,
UNC,1998,5,18,830,EW,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,82.5,,F,,
UNC,1998,5,18,830,EW,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,92.5,,M,,
UNC,1998,5,18,830,EW,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,76,,F,,
UNC,1998,5,18,830,EW,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,79.5,,F,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,END FLOOD TIDE
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,71.5,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,58,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77.5,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79.5,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74.5,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72.5,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73.5,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1998,5,18,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73.5,,F,,
UNC,1998,5,18,1248,NS,F,124,SSB,Sandbar shark,Carcharhinus plumbeus,Y,91,,M,,
UNC,1998,5,18,1248,NS,F,124,SSB,Sandbar shark,Carcharhinus plumbeus,Y,97,,M,,
UNC,1998,6,1,832,NS,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,77,,M,,
UNC,1998,6,1,832,NS,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,86,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,90,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,90,,M,,
UNC,1998,6,1,832,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1998,6,1,1228,EW,F,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,85,,F,,
UNC,1998,6,1,1228,EW,F,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,69.5,,F,,
UNC,1998,6,1,1228,EW,F,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,101,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72.5,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73.5,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,M,,DEAD
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82.5,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82.5,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,DEAD
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,DEAD
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77.5,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1998,6,1,1228,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,DEAD
UNC,1998,6,15,823,EW,F,150,SSP,Spinner shark,Carcharhinus brevipinna,Y,92,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74.5,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75.5,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75.5,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77.5,,M,,DEAD
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82.5,,F,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76.5,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80.5,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,M,,DEAD
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73.5,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,
UNC,1998,6,15,823,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1998,6,15,1214,NS,F,149,TIG,Tiger shark,Galeocerdo cuvier,Y,87.5,,M,,per F. Schwartz 9/6/06
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,90,,F,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,M,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78.5,,M,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,M,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,70,,M,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,76,,M,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,M,,
UNC,1998,6,15,1214,NS,F,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,70,,M,,
UNC,1998,7,7,900,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,92,,M,,
UNC,1998,7,7,900,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,94,,F,,
UNC,1998,7,7,900,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,95,,F,,
UNC,1998,7,7,900,EW,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,113,,M,,
UNC,1998,7,7,900,EW,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,108,,M,,
UNC,1998,7,7,900,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75.5,,F,,
UNC,1998,7,7,900,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74,,F,,
UNC,1998,7,7,900,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84,,F,,
UNC,1998,7,7,900,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78.5,,F,,
UNC,1998,7,7,900,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1998,7,7,900,EW,E,150,SPL,Scalloped hammerhead,Sphyrna lewini,Y,82,,F,,per F. Schwartz 9/6/06
UNC,1998,7,7,1130,NS,F,150,SSP,Spinner shark,Carcharhinus brevipinna,Y,81,,F,,
UNC,1998,7,7,1130,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79.5,,F,,
UNC,1998,7,7,1130,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1998,7,7,1130,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1998,7,8,1130,NS,F,150,NUL,Null set no sharks caught,n.a.,Y,,,,,Null set no sharks caught
UNC,1998,7,13,853,EW,F,153,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75.5,,M,,
UNC,1998,7,13,853,EW,F,153,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79.5,,M,,
UNC,1998,7,13,1127,NS,E,153,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1998,7,13,1127,NS,E,153,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1998,7,13,1127,NS,E,153,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,F,,
UNC,1998,7,27,905,EW,F,145,SBN,Blacknose shark,Carcharhinus acronotus,Y,90,,F,,
UNC,1998,7,27,905,EW,F,145,SSP,Spinner shark,Carcharhinus brevipinna,Y,105,,F,,per F. Schwartz 9/6/06
UNC,1998,7,27,905,EW,F,145,SSP,Spinner shark,Carcharhinus brevipinna,Y,100,,F,,per F. Schwartz 9/6/06
UNC,1998,7,27,905,EW,F,145,SBK,Blacktip shark,Carcharhinus limbatus,Y,105,,M,,
UNC,1998,7,27,905,EW,F,145,SBK,Blacktip shark,Carcharhinus limbatus,Y,130,,M,,
UNC,1998,7,27,905,EW,F,145,SBK,Blacktip shark,Carcharhinus limbatus,Y,110,,M,,
UNC,1998,7,27,905,EW,F,145,SBK,Blacktip shark,Carcharhinus limbatus,Y,110,,M,,
UNC,1998,7,27,905,EW,F,145,SBK,Blacktip shark,Carcharhinus limbatus,Y,112,,M,,
UNC,1998,7,27,1144,NS,E,145,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1998,7,27,1144,NS,E,145,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1998,7,27,1144,NS,E,145,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74,,F,,
UNC,1998,8,10,813,EW,E,145,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1998,8,10,1144,NS,F,145,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,73,,F,,
UNC,1998,8,10,1144,NS,F,145,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,F,,
UNC,1998,8,10,1144,NS,F,145,SPL,Scalloped hammerhead,Sphyrna lewini,Y,109,,M,,per F. Schwartz 9/6/06
UNC,1998,9,3,907,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,71,,F,,
UNC,1998,9,22,810,EW,F,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,102,,F,,
UNC,1998,9,22,810,EW,F,100,SBK,Blacktip shark,Carcharhinus limbatus,Y,144,,M,,
UNC,1998,9,22,810,EW,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1998,9,22,810,EW,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1998,9,22,810,EW,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79.5,,F,,
UNC,1998,9,22,810,EW,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1998,9,22,810,EW,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1998,9,22,1107,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1998,9,22,1107,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,87,,F,,
UNC,1998,9,22,1107,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1998,9,22,1107,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1998,9,22,1107,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1998,9,22,1107,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1998,9,22,1107,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,88.5,,F,,
UNC,1998,10,5,1100,NS,E,101,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74,,F,,
UNC,1998,11,2,920,EW,E,102,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,48,,M,,
UNC,1998,11,2,920,EW,E,102,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1998,11,2,1111,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1998,11,2,1111,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1999,4,26,800,EW,F,100,SDG,Unknown dogfish,n.a.,Y,82,,M,,
UNC,1999,4,26,800,EW,F,100,SDG,Unknown dogfish,n.a.,Y,87,,M,,
UNC,1999,4,26,800,EW,F,100,SDG,Unknown dogfish,n.a.,Y,83,,M,,
UNC,1999,4,26,800,EW,F,100,SDG,Unknown dogfish,n.a.,Y,82,,M,,
UNC,1999,4,26,800,EW,F,100,SDG,Unknown dogfish,n.a.,Y,84,,M,,
UNC,1999,4,26,800,EW,F,100,SDG,Unknown dogfish,n.a.,Y,83,,M,,
UNC,1999,4,26,800,EW,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1999,4,26,800,EW,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,M,,
UNC,1999,4,26,1136,NS,E,100,SDG,Unknown dogfish,n.a.,Y,102,,F,,
UNC,1999,4,26,1136,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1999,4,26,1136,NS,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,M,,
UNC,1999,5,10,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,70.5,,M,,
UNC,1999,5,10,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,71,,M,,
UNC,1999,5,10,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84.5,,M,,
UNC,1999,5,10,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,M,,
UNC,1999,5,10,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75.5,,M,,
UNC,1999,5,10,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,M,,
UNC,1999,5,10,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,69,,M,,
UNC,1999,5,10,830,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80.5,,M,,
